species,location,habitat,id,bagging,rinsing,bagging.date,bagging.hour,collection.date,collection.hour,year,temp,hum,plant.no,flower.no,flower.age,flower.sex,sugar in micrograms/flower/24h,sugarmax in micrograms/flower/24h
Knautia arvensis,brandon hill,grassland-nature reserve,2011-Knautia arvensis-brandon hill-bag-3,bag,N,27/07/2011,11:00,28/07/2011,10:30,2011,23,53,2,3,m,h,336.4262478,336.4262478
Knautia arvensis,brandon hill,grassland-nature reserve,2011-Knautia arvensis-brandon hill-bag-4,bag,N,27/07/2011,11:00,28/07/2011,10:30,2011,23,53,2,4,m,h,310.4999687,310.4999687
Knautia arvensis,brandon hill,grassland-nature reserve,2011-Knautia arvensis-brandon hill-bag-5,bag,N,27/07/2011,11:00,28/07/2011,10:30,2011,23,53,3,5,m,h,171.0976299,171.0976299
Knautia arvensis,brandon hill,grassland-nature reserve,2011-Knautia arvensis-brandon hill-bag-6,bag,N,27/07/2011,11:00,28/07/2011,10:30,2011,23,53,3,6,o,h,243.0973997,243.0973997
Knautia arvensis,brandon hill,grassland-nature reserve,2011-Knautia arvensis-brandon hill-bag-7,bag,N,27/07/2011,11:00,28/07/2011,10:30,2011,23,53,4,7,m,h,160.9931016,160.9931016
Knautia arvensis,brandon hill,grassland-nature reserve,2011-Knautia arvensis-brandon hill-bag-8,bag,N,27/07/2011,11:00,28/07/2011,10:30,2011,23,53,4,8,o,h,0,0
Knautia arvensis,brandon hill,grassland-nature reserve,2011-Knautia arvensis-brandon hill-bag-9,bag,N,27/07/2011,11:00,28/07/2011,10:30,2011,23,53,5,9,y,h,128.8783227,128.8783227
Knautia arvensis,brandon hill,grassland-nature reserve,2011-Knautia arvensis-brandon hill-unbagged-23,unbagged,N,NA,NA,28/07/2011,14:00,2011,22,66,1,23,o,h,0,0
Knautia arvensis,brandon hill,grassland-nature reserve,2011-Knautia arvensis-brandon hill-unbagged-24,unbagged,N,NA,NA,28/07/2011,14:00,2011,22,66,1,24,o,h,0,0
Knautia arvensis,brandon hill,grassland-nature reserve,2011-Knautia arvensis-brandon hill-unbagged-25,unbagged,N,NA,NA,28/07/2011,14:00,2011,22,66,2,25,y,h,0,0
Knautia arvensis,brandon hill,grassland-nature reserve,2011-Knautia arvensis-brandon hill-unbagged-26,unbagged,N,NA,NA,28/07/2011,14:00,2011,22,66,2,26,y,h,0,0
Knautia arvensis,brandon hill,grassland-nature reserve,2011-Knautia arvensis-brandon hill-unbagged-27,unbagged,N,NA,NA,28/07/2011,14:00,2011,22,66,3,27,m,h,0,0
Knautia arvensis,brandon hill,grassland-nature reserve,2011-Knautia arvensis-brandon hill-unbagged-28,unbagged,N,NA,NA,28/07/2011,14:00,2011,22,66,3,28,y,h,0,0
Knautia arvensis,brandon hill,grassland-nature reserve,2011-Knautia arvensis-brandon hill-unbagged-29,unbagged,N,NA,NA,28/07/2011,14:00,2011,22,66,4,29,m,h,0,0
Knautia arvensis,brandon hill,grassland-nature reserve,2011-Knautia arvensis-brandon hill-unbagged-30,unbagged,N,NA,NA,28/07/2011,14:00,2011,22,66,4,30,m,h,0,0
Knautia arvensis,brandon hill,grassland-nature reserve,2011-Knautia arvensis-brandon hill-unbagged-31,unbagged,N,NA,NA,28/07/2011,14:00,2011,22,66,5,31,o,h,0,0
Knautia arvensis,brandon hill,grassland-nature reserve,2011-Knautia arvensis-brandon hill-unbagged-32,unbagged,N,NA,NA,28/07/2011,14:00,2011,22,66,5,32,o,h,0,0
Lamiastrum galeobdolon,paradise bottom-leigh woods,woodland,2012-Lamiastrum galeobdolon-paradise bottom-leigh woods-bag-1,bag,N,22/05/2012,15:30,23/05/2012,14:30,2012,20,30,1,1,m,h,636.3755406,636.3755406
Lamiastrum galeobdolon,paradise bottom-leigh woods,woodland,2012-Lamiastrum galeobdolon-paradise bottom-leigh woods-bag-10,bag,N,22/05/2012,15:30,23/05/2012,14:30,2012,20,30,5,10,m,h,361.1656482,361.1656482
Lamiastrum galeobdolon,paradise bottom-leigh woods,woodland,2012-Lamiastrum galeobdolon-paradise bottom-leigh woods-bag-2,bag,N,22/05/2012,15:30,23/05/2012,14:30,2012,20,30,1,2,m,h,604.2191698,604.2191698
Lamiastrum galeobdolon,paradise bottom-leigh woods,woodland,2012-Lamiastrum galeobdolon-paradise bottom-leigh woods-bag-3,bag,N,22/05/2012,15:30,23/05/2012,14:30,2012,20,30,2,3,m,h,591.0872016,591.0872016
Lamiastrum galeobdolon,paradise bottom-leigh woods,woodland,2012-Lamiastrum galeobdolon-paradise bottom-leigh woods-bag-4,bag,N,22/05/2012,15:30,23/05/2012,14:30,2012,20,30,2,4,m,h,779.4709131,779.4709131
Lamiastrum galeobdolon,paradise bottom-leigh woods,woodland,2012-Lamiastrum galeobdolon-paradise bottom-leigh woods-bag-5,bag,N,22/05/2012,15:30,23/05/2012,14:30,2012,20,30,3,5,m,h,901.5225876,901.5225876
Lamiastrum galeobdolon,paradise bottom-leigh woods,woodland,2012-Lamiastrum galeobdolon-paradise bottom-leigh woods-bag-6,bag,N,22/05/2012,15:30,23/05/2012,14:30,2012,20,30,3,6,m,h,1030.600677,1030.600677
Lamiastrum galeobdolon,paradise bottom-leigh woods,woodland,2012-Lamiastrum galeobdolon-paradise bottom-leigh woods-bag-7,bag,N,22/05/2012,15:30,23/05/2012,14:30,2012,20,30,4,7,m,h,844.8597306,844.8597306
Lamiastrum galeobdolon,paradise bottom-leigh woods,woodland,2012-Lamiastrum galeobdolon-paradise bottom-leigh woods-bag-8,bag,N,22/05/2012,15:30,23/05/2012,14:30,2012,20,30,4,8,m,h,1227.803625,1227.803625
Lamiastrum galeobdolon,paradise bottom-leigh woods,woodland,2012-Lamiastrum galeobdolon-paradise bottom-leigh woods-bag-9,bag,N,22/05/2012,15:30,23/05/2012,14:30,2012,20,30,5,9,m,h,1032.428684,1032.428684
Lamiastrum galeobdolon,river frome,wetland,2012-Lamiastrum galeobdolon-river frome-bag-12,bag,N,31/05/2012,12:00,1/6/12,11:00,2012,14,33,1,12,m,h,76.60826045,76.60826045
Lamiastrum galeobdolon,river frome,wetland,2012-Lamiastrum galeobdolon-river frome-bag-13,bag,N,31/05/2012,12:00,1/6/12,11:00,2012,14,33,1,13,m,h,82.72117981,82.72117981
Lamiastrum galeobdolon,river frome,wetland,2012-Lamiastrum galeobdolon-river frome-bag-14,bag,N,31/05/2012,12:00,1/6/12,11:00,2012,14,33,2,14,m,h,65.4593968,65.4593968
Lamiastrum galeobdolon,river frome,wetland,2012-Lamiastrum galeobdolon-river frome-bag-15,bag,N,31/05/2012,12:00,1/6/12,11:00,2012,14,33,2,15,m,h,0,0
Lamiastrum galeobdolon,river frome,wetland,2012-Lamiastrum galeobdolon-river frome-bag-16,bag,N,31/05/2012,12:00,1/6/12,11:00,2012,14,33,3,16,m,h,176.6942069,176.6942069
Lamiastrum galeobdolon,river frome,wetland,2012-Lamiastrum galeobdolon-river frome-bag-17,bag,N,31/05/2012,12:00,1/6/12,11:00,2012,14,33,3,17,m,h,172.7910445,172.7910445
Lamiastrum galeobdolon,river frome,wetland,2012-Lamiastrum galeobdolon-river frome-bag-18,bag,N,31/05/2012,12:00,1/6/12,11:00,2012,14,33,4,18,o,h,0,0
Lamiastrum galeobdolon,river frome,wetland,2012-Lamiastrum galeobdolon-river frome-bag-19,bag,N,31/05/2012,12:00,1/6/12,11:00,2012,14,33,4,19,m,h,116.0598403,116.0598403
Lamiastrum galeobdolon,river frome,wetland,2012-Lamiastrum galeobdolon-river frome-bag-20,bag,N,31/05/2012,12:00,1/6/12,11:00,2012,14,33,5,20,m,h,47.07164396,47.07164396
Lamiastrum galeobdolon,river frome,wetland,2012-Lamiastrum galeobdolon-river frome-bag-21,bag,N,31/05/2012,12:00,1/6/12,11:00,2012,14,33,5,21,m,h,56.19820685,56.19820685
Lamium album,ashton court,woodland-carpark,2011-Lamium album-ashton court-bag-12,bag,N,2/8/11,10:00,3/8/11,8:00,2011,27,56,1,12,m,h,687.792878,687.792878
Lamium album,ashton court,woodland-carpark,2011-Lamium album-ashton court-bag-13,bag,N,2/8/11,10:00,3/8/11,8:00,2011,27,56,1,13,y,h,973.6140401,973.6140401
Lamium album,ashton court,woodland-carpark,2011-Lamium album-ashton court-bag-14,bag,N,2/8/11,10:00,3/8/11,8:00,2011,27,56,2,14,o,h,692.7238657,692.7238657
Lamium album,ashton court,woodland-carpark,2011-Lamium album-ashton court-bag-15,bag,N,2/8/11,10:00,3/8/11,8:00,2011,27,56,2,15,m,h,468.0214762,468.0214762
Lamium album,ashton court,woodland-carpark,2011-Lamium album-ashton court-bag-16,bag,N,2/8/11,10:00,3/8/11,8:00,2011,27,56,3,16,y,h,701.021638,701.021638
Lamium album,ashton court,woodland-carpark,2011-Lamium album-ashton court-bag-17,bag,N,2/8/11,10:00,3/8/11,8:00,2011,27,56,3,17,m,h,568.9177657,568.9177657
Lamium album,ashton court,woodland-carpark,2011-Lamium album-ashton court-bag-18,bag,N,2/8/11,10:00,3/8/11,8:00,2011,27,56,4,18,m,h,1203.646637,1203.646637
Lamium album,ashton court,woodland-carpark,2011-Lamium album-ashton court-bag-19,bag,N,2/8/11,10:00,3/8/11,8:00,2011,27,56,4,19,m,h,944.8481736,944.8481736
Lamium album,ashton court,woodland-carpark,2011-Lamium album-ashton court-bag-20,bag,N,2/8/11,10:00,3/8/11,8:00,2011,27,56,5,20,m,h,849.4559088,849.4559088
Lamium album,ashton court,woodland-carpark,2011-Lamium album-ashton court-bag-21,bag,N,2/8/11,10:00,3/8/11,8:00,2011,27,56,5,21,m,h,1899.420753,1899.420753
Lamium album,brandon hill,grassland-park,2011-Lamium album-brandon hill-bag-1,bag,N,31/08/2011,12:30,1/8/11,15:45,2011,27,47,1,1,m,h,875.8349243,875.8349243
Lamium album,brandon hill,grassland-park,2011-Lamium album-brandon hill-bag-10,bag,N,31/08/2011,12:30,1/8/11,15:45,2011,27,47,5,10,m,h,1999.795093,1999.795093
Lamium album,brandon hill,grassland-park,2011-Lamium album-brandon hill-bag-2,bag,N,31/08/2011,12:30,1/8/11,15:45,2011,27,47,1,2,o,h,404.2487745,404.2487745
Lamium album,brandon hill,grassland-park,2011-Lamium album-brandon hill-bag-3,bag,N,31/08/2011,12:30,1/8/11,15:45,2011,27,47,2,3,m,h,1755.707113,1755.707113
Lamium album,brandon hill,grassland-park,2011-Lamium album-brandon hill-bag-4,bag,N,31/08/2011,12:30,1/8/11,15:45,2011,27,47,2,4,m,h,1181.100612,1181.100612
Lamium album,brandon hill,grassland-park,2011-Lamium album-brandon hill-bag-5,bag,N,31/08/2011,12:30,1/8/11,15:45,2011,27,47,3,5,m,h,1477.020376,1477.020376
Lamium album,brandon hill,grassland-park,2011-Lamium album-brandon hill-bag-6,bag,N,31/08/2011,12:30,1/8/11,15:45,2011,27,47,3,6,o,h,1115.135186,1115.135186
Lamium album,brandon hill,grassland-park,2011-Lamium album-brandon hill-bag-7,bag,N,31/08/2011,12:30,1/8/11,15:45,2011,27,47,4,7,m,h,1588.840722,1588.840722
Lamium album,brandon hill,grassland-park,2011-Lamium album-brandon hill-bag-8,bag,N,31/08/2011,12:30,1/8/11,15:45,2011,27,47,4,8,m,h,774.6219584,774.6219584
Lamium album,brandon hill,grassland-park,2011-Lamium album-brandon hill-bag-9,bag,N,31/08/2011,12:30,1/8/11,15:45,2011,27,47,5,9,m,h,718.0259365,718.0259365
Lamium album,brandon hill,grassland-park,2011-Lamium album-brandon hill-unbagged-23,unbagged,N,NA,NA,1/8/11,16:15,2011,27,47,1,23,m,h,24.68984248,24.68984248
Lamium album,brandon hill,grassland-park,2011-Lamium album-brandon hill-unbagged-24,unbagged,N,NA,NA,1/8/11,16:15,2011,27,47,1,24,o,h,0,0
Lamium album,brandon hill,grassland-park,2011-Lamium album-brandon hill-unbagged-25,unbagged,N,NA,NA,1/8/11,16:15,2011,27,47,2,25,y,h,138.8183279,138.8183279
Lamium album,brandon hill,grassland-park,2011-Lamium album-brandon hill-unbagged-26,unbagged,N,NA,NA,1/8/11,16:15,2011,27,47,2,26,m,h,NA,NA
Lamium album,brandon hill,grassland-park,2011-Lamium album-brandon hill-unbagged-27,unbagged,N,NA,NA,1/8/11,16:15,2011,27,47,3,27,m,h,0,0
Lamium album,brandon hill,grassland-park,2011-Lamium album-brandon hill-unbagged-28,unbagged,N,NA,NA,1/8/11,16:15,2011,27,47,3,28,m,h,10.32905404,10.32905404
Lamium album,brandon hill,grassland-park,2011-Lamium album-brandon hill-unbagged-29,unbagged,N,NA,NA,1/8/11,16:15,2011,27,47,4,29,NA,h,38.29861549,38.29861549
Lamium album,brandon hill,grassland-park,2011-Lamium album-brandon hill-unbagged-30,unbagged,N,NA,NA,1/8/11,16:15,2011,27,47,4,30,NA,h,0,0
Lamium album,brandon hill,grassland-park,2011-Lamium album-brandon hill-unbagged-31,unbagged,N,NA,NA,1/8/11,16:15,2011,27,47,5,31,NA,h,0,0
Lamium album,brandon hill,grassland-park,2011-Lamium album-brandon hill-unbagged-32,unbagged,N,NA,NA,1/8/11,16:15,2011,27,47,5,32,NA,h,35.73815521,35.73815521
Lamium purpureum,greenhouse-university,pot,2012-Lamium purpureum-greenhouse-university-bag-12,bag,N,8/5/12,11:00,9/5/12,11:00,2012,10,85,1,12,m,h,17.8724521,17.8724521
Lamium purpureum,greenhouse-university,pot,2012-Lamium purpureum-greenhouse-university-bag-13,bag,N,8/5/12,11:00,9/5/12,11:00,2012,10,85,1,13,m,h,0,0
Lamium purpureum,greenhouse-university,pot,2012-Lamium purpureum-greenhouse-university-bag-14,bag,N,8/5/12,11:00,9/5/12,11:00,2012,10,85,2,14,m,h,49.57735594,49.57735594
Lamium purpureum,greenhouse-university,pot,2012-Lamium purpureum-greenhouse-university-bag-15,bag,N,8/5/12,11:00,9/5/12,11:00,2012,10,85,2,15,m,h,61.73906151,61.73906151
Lamium purpureum,greenhouse-university,pot,2012-Lamium purpureum-greenhouse-university-bag-16,bag,N,8/5/12,11:00,9/5/12,11:00,2012,10,85,3,16,m,h,2.011747238,2.011747238
Lamium purpureum,greenhouse-university,pot,2012-Lamium purpureum-greenhouse-university-bag-17,bag,N,8/5/12,11:00,9/5/12,11:00,2012,10,85,3,17,m,h,4.572732669,4.572732669
Lamium purpureum,greenhouse-university,pot,2012-Lamium purpureum-greenhouse-university-bag-18,bag,N,8/5/12,11:00,9/5/12,11:00,2012,10,85,4,18,m,h,8.064809083,8.064809083
Lamium purpureum,greenhouse-university,pot,2012-Lamium purpureum-greenhouse-university-bag-19,bag,N,8/5/12,11:00,9/5/12,11:00,2012,10,85,4,19,m,h,38.04708439,38.04708439
Lamium purpureum,greenhouse-university,pot,2012-Lamium purpureum-greenhouse-university-bag-20,bag,N,8/5/12,11:00,9/5/12,11:00,2012,10,85,5,20,m,h,64.9067043,64.9067043
Lamium purpureum,greenhouse-university,pot,2012-Lamium purpureum-greenhouse-university-bag-21,bag,N,8/5/12,11:00,9/5/12,11:00,2012,10,85,5,21,m,h,46.7714041,46.7714041
Lamium purpureum,greenhouse-university,pot,2012-Lamium purpureum-greenhouse-university-unbagged-23,unbagged,N,NA,NA,9/5/12,15:30,2012,10,85,1,23,m,h,11.06145802,11.06145802
Lamium purpureum,greenhouse-university,pot,2012-Lamium purpureum-greenhouse-university-unbagged-24,unbagged,N,NA,NA,9/5/12,15:30,2012,10,85,1,24,m,h,100.4912053,100.4912053
Lamium purpureum,greenhouse-university,pot,2012-Lamium purpureum-greenhouse-university-unbagged-25,unbagged,N,NA,NA,9/5/12,15:30,2012,10,85,2,25,m,h,0,0
Lamium purpureum,greenhouse-university,pot,2012-Lamium purpureum-greenhouse-university-unbagged-26,unbagged,N,NA,NA,9/5/12,15:30,2012,10,85,2,26,m,h,0,0
Lamium purpureum,greenhouse-university,pot,2012-Lamium purpureum-greenhouse-university-unbagged-27,unbagged,N,NA,NA,9/5/12,15:30,2012,10,85,3,27,m,h,0,0
Lamium purpureum,greenhouse-university,pot,2012-Lamium purpureum-greenhouse-university-unbagged-28,unbagged,N,NA,NA,9/5/12,15:30,2012,10,85,3,28,m,h,0,0
Lamium purpureum,greenhouse-university,pot,2012-Lamium purpureum-greenhouse-university-unbagged-29,unbagged,N,NA,NA,9/5/12,15:30,2012,10,85,4,29,m,h,72.26201831,72.26201831
Lamium purpureum,greenhouse-university,pot,2012-Lamium purpureum-greenhouse-university-unbagged-30,unbagged,N,NA,NA,9/5/12,15:30,2012,10,85,4,30,m,h,200.6428617,200.6428617
Lamium purpureum,greenhouse-university,pot,2012-Lamium purpureum-greenhouse-university-unbagged-31,unbagged,N,NA,NA,9/5/12,15:30,2012,10,85,5,31,m,h,25.51097959,25.51097959
Lamium purpureum,greenhouse-university,pot,2012-Lamium purpureum-greenhouse-university-unbagged-32,unbagged,N,NA,NA,9/5/12,15:30,2012,10,85,5,32,m,h,31.24506204,31.24506204
Lamium purpureum,north road-leigh woods,grassland-hedgerow,2012-Lamium purpureum-north road-leigh woods-bag-1,bag,N,26/04/2012,13:00,27/04/2012,13:00,2012,14,62,1,1,m,h,29.10257579,29.10257579
Lamium purpureum,north road-leigh woods,grassland-hedgerow,2012-Lamium purpureum-north road-leigh woods-bag-10,bag,N,26/04/2012,13:00,27/04/2012,13:00,2012,14,62,6,10,m,h,28.17632491,28.17632491
Lamium purpureum,north road-leigh woods,grassland-hedgerow,2012-Lamium purpureum-north road-leigh woods-bag-2,bag,N,26/04/2012,13:00,27/04/2012,13:00,2012,14,62,2,2,m,h,0,0
Lamium purpureum,north road-leigh woods,grassland-hedgerow,2012-Lamium purpureum-north road-leigh woods-bag-3,bag,N,26/04/2012,13:00,27/04/2012,13:00,2012,14,62,2,3,m,h,0,0
Lamium purpureum,north road-leigh woods,grassland-hedgerow,2012-Lamium purpureum-north road-leigh woods-bag-4,bag,N,26/04/2012,13:00,27/04/2012,13:00,2012,14,62,3,4,m,h,57.13955035,57.13955035
Lamium purpureum,north road-leigh woods,grassland-hedgerow,2012-Lamium purpureum-north road-leigh woods-bag-5,bag,N,26/04/2012,13:00,27/04/2012,13:00,2012,14,62,3,5,m,h,38.5616828,38.5616828
Lamium purpureum,north road-leigh woods,grassland-hedgerow,2012-Lamium purpureum-north road-leigh woods-bag-6,bag,N,26/04/2012,13:00,27/04/2012,13:00,2012,14,62,4,6,m,h,117.7191598,117.7191598
Lamium purpureum,north road-leigh woods,grassland-hedgerow,2012-Lamium purpureum-north road-leigh woods-bag-7,bag,N,26/04/2012,13:00,27/04/2012,13:00,2012,14,62,4,7,m,h,48.98110611,48.98110611
Lamium purpureum,north road-leigh woods,grassland-hedgerow,2012-Lamium purpureum-north road-leigh woods-bag-8,bag,N,26/04/2012,13:00,27/04/2012,13:00,2012,14,62,5,8,m,h,0,0
Lamium purpureum,north road-leigh woods,grassland-hedgerow,2012-Lamium purpureum-north road-leigh woods-bag-9,bag,N,26/04/2012,13:00,27/04/2012,13:00,2012,14,62,5,9,m,h,0,0
Lapsana communis,ashton court,woodland-carpark,2011-Lapsana communis-ashton court-bag-23,bag,Y,12/7/11,10:00,13/07/2011,12:45,2011,21,54,1,23,m,h,NA,NA
Lapsana communis,ashton court,woodland-carpark,2011-Lapsana communis-ashton court-bag-24,bag,Y,12/7/11,10:00,13/07/2011,12:45,2011,21,54,1,24,m,h,0,0
Lapsana communis,ashton court,woodland-carpark,2011-Lapsana communis-ashton court-bag-25,bag,Y,12/7/11,10:00,13/07/2011,12:45,2011,21,54,2,25,m,h,0,0
Lapsana communis,ashton court,woodland-carpark,2011-Lapsana communis-ashton court-bag-26,bag,Y,12/7/11,10:00,13/07/2011,12:45,2011,21,54,2,26,m,h,0,0
Lapsana communis,ashton court,woodland-carpark,2011-Lapsana communis-ashton court-bag-27,bag,Y,12/7/11,10:00,13/07/2011,12:45,2011,21,54,3,27,m,h,0,0
Lapsana communis,ashton court,woodland-carpark,2011-Lapsana communis-ashton court-bag-28,bag,Y,12/7/11,10:00,13/07/2011,12:45,2011,21,54,3,28,m,h,0,0
Lapsana communis,ashton court,woodland-carpark,2011-Lapsana communis-ashton court-bag-29,bag,Y,12/7/11,10:00,13/07/2011,12:45,2011,21,54,3,29,m,h,NA,NA
Lapsana communis,ashton court,woodland-carpark,2011-Lapsana communis-ashton court-bag-30,bag,Y,12/7/11,10:00,13/07/2011,12:45,2011,21,54,2,30,m,h,1.847092036,2.499523594
Lapsana communis,ashton court,woodland-carpark,2011-Lapsana communis-ashton court-bag-31,bag,Y,12/7/11,10:00,13/07/2011,12:45,2011,21,54,2,31,m,h,0,0
Lathyrus latifolius,montpellier narroways,grassland-nature reserve,2011-Lathyrus latifolius-montpellier narroways-bag-1,bag,N,23/08/2011,10:00,24/08/2011,11:00,2011,9,46,1,1,m,h,954.267872,954.267872
Lathyrus latifolius,montpellier narroways,grassland-nature reserve,2011-Lathyrus latifolius-montpellier narroways-bag-10,bag,N,23/08/2011,10:00,24/08/2011,11:00,2011,9,46,5,10,o,h,885.6799131,885.6799131
Lathyrus latifolius,montpellier narroways,grassland-nature reserve,2011-Lathyrus latifolius-montpellier narroways-bag-2,bag,N,23/08/2011,10:00,24/08/2011,11:00,2011,9,46,1,2,o,h,666.0420382,666.0420382
Lathyrus latifolius,montpellier narroways,grassland-nature reserve,2011-Lathyrus latifolius-montpellier narroways-bag-3,bag,N,23/08/2011,10:00,24/08/2011,11:00,2011,9,46,2,3,m,h,2646.520901,2646.520901
Lathyrus latifolius,montpellier narroways,grassland-nature reserve,2011-Lathyrus latifolius-montpellier narroways-bag-4,bag,N,23/08/2011,10:00,24/08/2011,11:00,2011,9,46,2,4,m,h,1834.748102,1834.748102
Lathyrus latifolius,montpellier narroways,grassland-nature reserve,2011-Lathyrus latifolius-montpellier narroways-bag-5,bag,N,23/08/2011,10:00,24/08/2011,11:00,2011,9,46,3,5,y,h,776.273941,776.273941
Lathyrus latifolius,montpellier narroways,grassland-nature reserve,2011-Lathyrus latifolius-montpellier narroways-bag-6,bag,N,23/08/2011,10:00,24/08/2011,11:00,2011,9,46,3,6,y,h,1475.103345,1475.103345
Lathyrus latifolius,montpellier narroways,grassland-nature reserve,2011-Lathyrus latifolius-montpellier narroways-bag-7,bag,N,23/08/2011,10:00,24/08/2011,11:00,2011,9,46,4,7,m,h,1636.377235,1636.377235
Lathyrus latifolius,montpellier narroways,grassland-nature reserve,2011-Lathyrus latifolius-montpellier narroways-bag-8,bag,N,23/08/2011,10:00,24/08/2011,11:00,2011,9,46,4,8,m,h,2101.531121,2101.531121
Lathyrus latifolius,montpellier narroways,grassland-nature reserve,2011-Lathyrus latifolius-montpellier narroways-bag-9,bag,N,23/08/2011,10:00,24/08/2011,11:00,2011,9,46,5,9,o,h,901.6772518,901.6772518
Lathyrus latifolius,montpellier narroways,grassland-nature reserve,2011-Lathyrus latifolius-montpellier narroways-unbagged-23,unbagged,N,NA,NA,24/08/2011,11:30,2011,9,48,1,23,m,h,0,0
Lathyrus latifolius,montpellier narroways,grassland-nature reserve,2011-Lathyrus latifolius-montpellier narroways-unbagged-24,unbagged,N,NA,NA,24/08/2011,11:30,2011,9,48,1,24,y,h,0,0
Lathyrus latifolius,montpellier narroways,grassland-nature reserve,2011-Lathyrus latifolius-montpellier narroways-unbagged-25,unbagged,N,NA,NA,24/08/2011,11:30,2011,9,48,2,25,y,h,0,0
Lathyrus latifolius,montpellier narroways,grassland-nature reserve,2011-Lathyrus latifolius-montpellier narroways-unbagged-26,unbagged,N,NA,NA,24/08/2011,11:30,2011,9,48,2,26,m,h,0,0
Lathyrus latifolius,montpellier narroways,grassland-nature reserve,2011-Lathyrus latifolius-montpellier narroways-unbagged-27,unbagged,N,NA,NA,24/08/2011,11:30,2011,9,48,3,27,m,h,0,0
Lathyrus latifolius,montpellier narroways,grassland-nature reserve,2011-Lathyrus latifolius-montpellier narroways-unbagged-28,unbagged,N,NA,NA,24/08/2011,11:30,2011,9,48,3,28,o,h,0,0
